INFO 2025-03-12 16:18:25,081 autoreload Watching for file changes with StatReloader
INFO 2025-03-12 21:28:03,771 basehttp "GET /static/rest_framework/js/ajax-form.js HTTP/1.1" 200 3796
INFO 2025-03-12 21:28:03,773 basehttp "GET /static/rest_framework/css/default.css HTTP/1.1" 200 1152
INFO 2025-03-12 21:28:03,783 basehttp "GET /static/rest_framework/css/prettify.css HTTP/1.1" 200 817
INFO 2025-03-12 21:28:03,788 basehttp "GET /static/rest_framework/css/bootstrap.min.css HTTP/1.1" 200 121457
INFO 2025-03-12 21:28:03,840 basehttp "GET /static/rest_framework/js/csrf.js HTTP/1.1" 200 1793
INFO 2025-03-12 21:28:03,865 basehttp "GET /static/rest_framework/js/load-ajax-form.js HTTP/1.1" 200 59
INFO 2025-03-12 21:28:03,880 basehttp "GET /static/rest_framework/js/bootstrap.min.js HTTP/1.1" 200 39680
INFO 2025-03-12 21:28:03,873 basehttp "GET /static/rest_framework/js/prettify-min.js HTTP/1.1" 200 13632
INFO 2025-03-12 21:28:03,886 basehttp "GET /static/rest_framework/img/grid.png HTTP/1.1" 200 1458
INFO 2025-03-12 21:28:03,917 basehttp "GET /static/rest_framework/js/default.js HTTP/1.1" 200 1268
INFO 2025-03-12 21:28:03,969 basehttp "GET /static/rest_framework/js/jquery-3.7.1.min.js HTTP/1.1" 200 87533
WARNING 2025-03-12 21:28:23,876 log Unauthorized: /rate-limited/
WARNING 2025-03-12 21:28:23,877 basehttp "GET /rate-limited/ HTTP/1.1" 401 58
INFO 2025-03-12 21:28:38,326 basehttp "GET /rate-limited/ HTTP/1.1" 200 46
INFO 2025-03-12 21:29:04,660 basehttp "GET /rate-limited/ HTTP/1.1" 200 46
INFO 2025-03-12 21:29:05,863 basehttp "GET /rate-limited/ HTTP/1.1" 200 46
INFO 2025-03-12 21:29:07,012 basehttp "GET /rate-limited/ HTTP/1.1" 200 46
INFO 2025-03-12 21:29:07,940 basehttp "GET /rate-limited/ HTTP/1.1" 200 46
WARNING 2025-03-12 21:29:08,984 log Too Many Requests: /rate-limited/
WARNING 2025-03-12 21:29:08,985 basehttp "GET /rate-limited/ HTTP/1.1" 429 50
WARNING 2025-03-12 21:29:10,103 log Too Many Requests: /rate-limited/
WARNING 2025-03-12 21:29:10,104 basehttp "GET /rate-limited/ HTTP/1.1" 429 50
INFO 2025-03-12 23:57:21,092 autoreload F:\25-1-25\abc\api\api2\Tasks\task_manager\task_manager\settings.py changed, reloading.
INFO 2025-03-12 23:57:22,652 autoreload Watching for file changes with StatReloader
INFO 2025-03-12 23:58:05,701 autoreload F:\25-1-25\abc\api\api2\Tasks\task_manager\task_manager\settings.py changed, reloading.
INFO 2025-03-12 23:58:07,271 autoreload Watching for file changes with StatReloader
INFO 2025-03-12 23:58:52,694 autoreload F:\25-1-25\abc\api\api2\Tasks\task_manager\task_manager\settings.py changed, reloading.
INFO 2025-03-12 23:58:54,071 autoreload Watching for file changes with StatReloader
INFO 2025-03-13 00:00:11,679 autoreload F:\25-1-25\abc\api\api2\Tasks\task_manager\task_manager\settings.py changed, reloading.
INFO 2025-03-13 00:00:13,186 autoreload Watching for file changes with StatReloader
